item_id	case_order	source_order	test_sample_index	task_id	target_token_index	target_token	generated_first_error	reference_token	source_rank	source_method_rank	source_ranking	source_token_index	source_token	alti_saliency	source_context	target_context	generated_completion_preview	reference_completion_preview	full_generated_code_path	full_reference_code_path	full_generated_completion_path	full_reference_completion_path	full_prompt_path	human_label	human_confidence	human_rationale
test6_t783_s01	2	1	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	1	1	alti_saliency	782	.Errorf	0.040401	"<|im_start|> assistant \n \t\t\t \tl int Ctx .Log [SOURCE:.Errorf] ("" invalid  configuration ,  multiple  packages  with  the"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s02	2	2	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	2	2	alti_saliency	516	.Errorf	0.021028	" ==  """"  {\n \t\t\t \tl int Ctx .Log [SOURCE:.Errorf] ("" invalid  configuration ,  empty  package :  pkg"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s03	2	3	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	3	3	alti_saliency	640	.Errorf	0.012324	" ""$ "")  {\n \t\t\t \tl int Ctx .Log [SOURCE:.Errorf] ("" invalid  configuration ,  multiple  packages  with  the"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s04	2	4	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	4	4	alti_saliency	352	.Infof	0.011687	"  0  {\n \t\t \tl int Ctx .Log [SOURCE:.Infof] ("" import as  settings  found ,  but  no"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s05	2	5	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	5	5	alti_saliency	405	.Errorf	0.010773	" !=  nil  {\n \t\t \tl int Ctx .Log [SOURCE:.Errorf] ("" failed  to  parse  configuration :  % v"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s06	2	6	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	6	6	alti_saliency	556	];	0.009569	,  ok  :=  uniq Packages [a .P kg [SOURCE:];]  ok  {  < M ID >  \t\t \t	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s07	2	7	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	7	7	alti_saliency	781	.Log	0.008516	"\n <|im_start|> assistant \n \t\t\t \tl int Ctx [SOURCE:.Log] .Errorf ("" invalid  configuration ,  multiple  packages  with"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s08	2	8	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	8	8	alti_saliency	256	func	0.008443	Settings )  * go analysis .L inter \n [SOURCE:func]  New (settings  * config .Import As Settings )	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s09	2	9	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	9	9	alti_saliency	518	invalid	0.008113	" {\n \t\t\t \tl int Ctx .Log .Errorf ("" [SOURCE:invalid]  configuration ,  empty  package :  pkg =% s"	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test6_t783_s10	2	10	6	test6	783	"("""	"""invalid configuration, multiple packages with the same name: pkg=%s"""	"""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"""	10	10	alti_saliency	78	inters	0.007165	/g olang ci -l int /pkg /g ol [SOURCE:inters] /import as  Below  is  the  code  repository :	"assistant \n \t\t\t \tl int Ctx .Log .Errorf [TARGET:(""] invalid  configuration ,  multiple  packages  with  the  same"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple packages with the same name: pkg=%s"", a.Pkg)\n\t\t\t\tcontinue"	"\n\t\t\t\tlintCtx.Log.Errorf(""invalid configuration, multiple aliases for the same package: pkg=%s aliases=[%s,%s]"", a.Pkg, a.Alias, v.Alias)\n\t\t\t} else {\n\t\t\t\tuniqPackages[a.Pkg] = a"	spurious_correlation_results/human_annotation/full_code/test6/generated.go	spurious_correlation_results/human_annotation/full_code/test6/reference.go	spurious_correlation_results/human_annotation/full_code/test6/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test6/prompt.txt			
test8_t1930_s01	3	1	8	test8	1930	\tresult	result	return	1	1	alti_saliency	1882	 expand	0.021001	 the  function  you  are  asked  to  complete  func [SOURCE: expand] (( s  string ,  env  * ast .Map	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s02	3	2	8	test8	1930	\tresult	result	return	2	2	alti_saliency	1895	func	0.016415	 env  * ast .Map Type ))  string \n [SOURCE:func]  expand (s  string ,  env  map [string ]string	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s03	3	3	8	test8	1930	\tresult	result	return	3	3	alti_saliency	1896	 expand	0.016276	 * ast .Map Type ))  string \n func [SOURCE: expand] (s  string ,  env  map [string ]string )	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s04	3	4	8	test8	1930	\tresult	result	return	4	4	alti_saliency	1881	 func	0.013719	 is  the  function  you  are  asked  to  complete [SOURCE: func]  expand (( s  string ,  env  * ast	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s05	3	5	8	test8	1930	\tresult	result	return	5	5	alti_saliency	1363	(exp	0.011259	ed KeyValue ,  err  :=  templ ater .Apply [SOURCE:(exp] and (key Value ,  env ))\n \t \tif	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s06	3	6	8	test8	1930	\tresult	result	return	6	6	alti_saliency	1883	((	0.009391	 function  you  are  asked  to  complete  func  expand [SOURCE:((] s  string ,  env  * ast .Map Type	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s07	3	7	8	test8	1930	\tresult	result	return	7	7	alti_saliency	1364	and	0.00847	KeyValue ,  err  :=  templ ater .Apply (exp [SOURCE:and] (key Value ,  env ))\n \t \tif  err	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
test8_t1930_s08	3	8	8	test8	1930	\tresult	result	return	8	8	alti_saliency	70	aser	0.008293	 package  path : github .com /g ore le [SOURCE:aser] /g ore le aser /internal / pipe /s	">  are  returned <|im_end|> \n <|im_start|> assistant \n [TARGET:\tresult] ,  _  :=  tmpl .New (""""). Apply (s"	"\n\tresult, _ := tmpl.New("""").Apply(s, env)\n\treturn result"	\n\treturn os.Expand(s, func(key string) string {\n\t\treturn env[key]\n\t})	spurious_correlation_results/human_annotation/full_code/test8/generated.go	spurious_correlation_results/human_annotation/full_code/test8/reference.go	spurious_correlation_results/human_annotation/full_code/test8/generated_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/reference_completion.txt	spurious_correlation_results/human_annotation/full_code/test8/prompt.txt			
